0.005 0.983787398915 9.17736256759e-05 0.000472054048692 0.00115570468596 0.987271501834 0.000180763185043 0.000684831670429 0.00101713847273 0.996470977932 0.000227691596659 0.000951105887 0.001479124953
0.015 0.952965453853 0.000236728601077 0.00113456271943 0.00237980911524 0.961941121518 0.000463182393449 0.00128036038917 0.00291263543824 0.990669213044 0.000600188868365 0.002288398962 0.003075097331
0.025 0.924092747823 0.000339647748996 0.00149077202843 0.00262528604577 0.93689067139 0.000656757574801 0.00121637583648 0.00455006035854 0.986340003207 0.000878189613629 0.002989372747 0.003280039328
0.035 0.896964651728 0.000410484954578 0.00161339925246 0.00233425578029 0.912234643496 0.000779301298089 0.000791407936084 0.00586733703485 0.983260894685 0.00107879547859 0.004168969151 0.00259737469
0.045 0.8713989077 0.000457728154008 0.00156453963914 0.00184303020745 0.888068128615 0.000846416962537 0.000558041101003 0.00682842073598 0.981229794907 0.00121715167808 0.00626218824 0.001605359035
0.055 0.847233423179 0.000488449600122 0.00139679731323 0.00130100616694 0.864468944457 0.000871737144145 0.000766458215117 0.0074201297231 0.98006230138 0.0013068147025 0.008120429573 0.000630999342
0.065 0.82432429263 0.000508326688723 0.00115429527118 0.000881697100191 0.841499533507 0.000867120697166 0.00106994398087 0.0076493343093 0.979589720264 0.00135996779635 0.009515246446 0.000879812545
0.075 0.802544021553 0.000521664542734 0.000967090869758 0.000590824813456 0.819208656532 0.000842797606776 0.00136263868378 0.00754046143344 0.979657642964 0.00138748719952 0.010292582109 0.001454683639
0.085 0.781779930575 0.000531458829525 0.0012096782246 0.000447991536832 0.797632905188 0.000807442196503 0.00161916911226 0.00713327848392 0.980124974143 0.00139886575821 0.010374682466 0.002060165954
0.095 0.761932719971 0.000539535556397 0.0011834458343 0.000440218757619 0.776798053823 0.000768156494945 0.00189693150729 0.00652857571237 0.980863322483 0.00140202016743 0.009849773691 0.00272730474
0.105 0.742915177341 0.000546776733136 0.00101864867683 0.000668480598183 0.756720268403 0.000730364634238 0.00213700361463 0.00587718703221 0.981756678606 0.00140304926479 0.008991541081 0.003346389955
0.115 0.724651013157 0.000553406053521 0.000944951643044 0.00100198905695 0.737407188407 0.000697668544766 0.00234809176376 0.00517704047028 0.982701314213 0.00140605326376 0.008016014659 0.003832080321
0.125 0.70707381063 0.000559284900284 0.000815712813323 0.00134724917766 0.71885889545 0.000671782100498 0.00250270567958 0.00447175529202 0.983605844075 0.00141313744384 0.00695392405 0.004239527635
0.135 0.690126077944 0.000564170790126 0.000665564912039 0.00162640998078 0.701068781029 0.00065268264423 0.00259247470648 0.00373210657566 0.984391398704 0.00142467322044 0.005862200994 0.004484060533
0.145 0.673758392212 0.000567908001138 0.000500872729768 0.00181327211112 0.684024324182 0.00063903722382 0.00258853417108 0.00300754584998 0.984991861244 0.00143979389884 0.004638857859 0.004560446456
0.155 0.657928625721 0.000570542875546 0.0003482455329 0.00190558448779 0.667707788733 0.000628809655965 0.00250065561715 0.00230919558594 0.985354127692 0.00145701292548 0.003491993257 0.004414404658
0.165 0.642601246061 0.000572368024344 0.000211823409941 0.0019719414739 0.652096848612 0.000619862502525 0.00234528435082 0.00168493178253 0.985438355404 0.00147482495254 0.00236344162 0.004328544895
0.175 0.627746682686 0.00057390573747 0.000158359884589 0.00198218026187 0.637165148851 0.000610404122725 0.00211177391722 0.00114746401342 0.985218171173 0.00149218149938 0.001486177591 0.004599094576
0.185 0.613340753217 0.000575839627176 0.00031381077066 0.0019348618884 0.622882808964 0.000599235084668 0.00181190561182 0.000716157068148 0.984680816986 0.00150878523138 0.000977777338 0.004560428599
0.195 0.599364143566 0.000578905612842 0.000513035994715 0.00185797332308 0.609216874718 0.000585825932666 0.0014598232217 0.000514045119793 0.983827218909 0.00152518727141 0.000719124158 0.004270633897
0.205 0.585801936556 0.000583756580705 0.000748154481174 0.00176932480001 0.596131723601 0.000570281961048 0.00107174809628 0.000624033936624 0.982671972258 0.00154269153732 0.001290674896 0.004349457574
0.215 0.572643184295 0.000590824202389 0.00101760502338 0.00167797477613 0.583589428756 0.000553236516976 0.00100289837566 0.000813219689918 0.981243244101 0.00156308274518 0.002021302188 0.004544369064
0.225 0.559880520053 0.000600206557777 0.0012938797209 0.00173313804067 0.571550085616 0.000535695056464 0.00109009041114 0.00104540662848 0.979582602021 0.00158821396208 0.002902105247 0.004887589792
0.235 0.547509805821 0.000611608500441 0.00155842030812 0.00175162971889 0.559972105011 0.00051883787979 0.0010891862852 0.00130531361709 0.977744785716 0.00161952530335 0.003874154938 0.005016733612
0.245 0.535529812155 0.000624350473697 0.00178455450377 0.00171779860396 0.548812476157 0.000503794015091 0.00107958368124 0.00154619812207 0.97579744525 0.00165760253574 0.004752133052 0.005039631966
0.255 0.523941492828 0.00063745771594 0.00195495088693 0.00161754485228 0.538027575057 0.000491400383199 0.00106274585244 0.00175236807256 0.973819032923 0.00170190091751 0.005480821313 0.004854238283
0.265 0.512737952505 0.000650136868668 0.00206177120704 0.00151879407113 0.527586249984 0.00048169723752 0.00105982894814 0.00192607778248 0.971856170476 0.00175090288908 0.005993364542 0.004809226041
0.275 0.501903357326 0.000662058603303 0.00210762750475 0.00142858265911 0.517471129815 0.000474143913138 0.00103613552275 0.00204568429062 0.969915669508 0.00180303114395 0.006524786098 0.004693370568
0.285 0.491422046544 0.000673124148966 0.00209634905783 0.0013538675634 0.507666496208 0.000468173686361 0.00102411416701 0.00211416959379 0.968001729905 0.00185707702224 0.007178465249 0.004610291208
