  4.880500E-01  5.662691E-01
  5.144979E-01  5.907385E-01
  5.409458E-01  6.152080E-01
  5.673936E-01  6.396775E-01
  5.940990E-01  6.643096E-01
  6.214846E-01  6.893714E-01
  6.492196E-01  7.146539E-01
  6.773040E-01  7.401570E-01
  7.050453E-01  7.667147E-01
  7.325150E-01  7.942407E-01
  7.599038E-01  8.225055E-01
  7.872618E-01  8.515502E-01
  8.151052E-01  8.817981E-01
  8.431224E-01  9.129936E-01
  8.713133E-01  9.451367E-01
  8.999254E-01  9.784154E-01
  9.291741E-01  1.012993E+00
  9.588510E-01  1.048712E+00
  9.889564E-01  1.085572E+00
  1.020371E+00  1.124104E+00
  1.052810E+00  1.164136E+00
  1.086145E+00  1.205591E+00
  1.120328E+00  1.248555E+00
  1.155156E+00  1.293398E+00
  1.190763E+00  1.339878E+00
  1.227147E+00  1.387995E+00
  1.264916E+00  1.438051E+00
  1.304298E+00  1.490157E+00
  1.344956E+00  1.544147E+00
  1.386890E+00  1.600021E+00
  1.430786E+00  1.658312E+00
  1.476304E+00  1.718757E+00
  1.523414E+00  1.781332E+00
  1.572278E+00  1.846136E+00
  1.623254E+00  1.913388E+00
  1.676082E+00  1.982928E+00
  1.730761E+00  2.054756E+00
  1.787904E+00  2.129477E+00
  1.847530E+00  2.207109E+00
  1.909422E+00  2.287439E+00
  1.973621E+00  2.370470E+00
  2.041022E+00  2.456305E+00
  2.111102E+00  2.544883E+00
  2.183860E+00  2.636205E+00
  2.259345E+00  2.730702E+00
  2.337614E+00  2.828894E+00
  2.418616E+00  2.930336E+00
  2.502354E+00  3.035026E+00
  2.589800E+00  3.143417E+00
  2.680740E+00  3.255407E+00
  2.774973E+00  3.370906E+00
  2.872571E+00  3.489960E+00
  2.973994E+00  3.612875E+00
  3.078955E+00  3.739460E+00
  3.187452E+00  3.869715E+00
  3.300142E+00  4.004267E+00
  3.417416E+00  4.143490E+00
  3.538827E+00  4.286957E+00
  3.664374E+00  4.434666E+00
  3.794460E+00  4.586866E+00
  3.928920E+00  4.743454E+00
  4.067716E+00  4.904407E+00
  4.211070E+00  5.069929E+00
  4.359661E+00  5.240632E+00
  4.513024E+00  5.416095E+00
  4.671158E+00  5.596319E+00
  4.834816E+00  5.781996E+00
  5.004140E+00  5.973259E+00
  5.178794E+00  6.169796E+00
  5.358779E+00  6.371609E+00
  4.758435E-01  5.479589E-01
  5.009911E-01  5.710859E-01
  5.261387E-01  5.942128E-01
  5.512863E-01  6.173397E-01
  5.766429E-01  6.406141E-01
  6.025519E-01  6.642783E-01
  6.287445E-01  6.881426E-01
  6.552208E-01  7.122071E-01
  6.813415E-01  7.373192E-01
  7.071727E-01  7.633913E-01
  7.328903E-01  7.901901E-01
  7.585483E-01  8.177536E-01
  7.847031E-01  8.464736E-01
  8.110186E-01  8.761135E-01
  8.374950E-01  9.066733E-01
  8.643716E-01  9.383234E-01
  8.918564E-01  9.712117E-01
  9.197483E-01  1.005195E+00
  9.480472E-01  1.040274E+00
  9.776031E-01  1.076929E+00
  1.008141E+00  1.115006E+00
  1.039537E+00  1.154434E+00
  1.071743E+00  1.195293E+00
  1.104555E+00  1.237922E+00
  1.138105E+00  1.282099E+00
  1.172394E+00  1.327824E+00
  1.208000E+00  1.375369E+00
  1.245140E+00  1.424835E+00
  1.283492E+00  1.476072E+00
  1.323057E+00  1.529080E+00
  1.364471E+00  1.584338E+00
  1.407420E+00  1.641610E+00
  1.451874E+00  1.700873E+00
  1.497984E+00  1.762217E+00
